Algo,InconsModelSize,NoOfCoreRxns,Runtime,LPS
SW,8500,2650,50.4854799,12
FC,8500,2750,87.8585605,2554
SPcc_SPc,8500,2750,1.5226024,13
SP,8500,2750,1.3726181,9
SW,8500,2750,48.5029865,14
FC,8500,2850,85.9317641,2534
SPcc_SPc,8500,2850,1.2967435,12
SP,8500,2850,1.1614526,9
SW,8500,2850,51.730582,13
FC,8500,2950,89.8761457,2536
SPcc_SPc,8500,2950,1.7946585,12
SP,8500,2950,1.6102697,9
SW,8500,2950,53.061764,18
FC,8500,3050,84.6619919,2536
SPcc_SPc,8500,3050,1.5065546,14
SP,8500,3050,1.1487126,9
SW,8500,3050,51.4582914,13
FC,8500,3150,85.1108685,2538
SPcc_SPc,8500,3150,1.5748333,12
SP,8500,3150,1.417502,9
SW,8500,3150,51.3429874,13
FC,8500,3250,85.9664115,2540
SPcc_SPc,8500,3250,1.5284742,13
SP,8500,3250,1.322442,9
SW,8500,3250,50.2828956,14
FC,8500,3350,85.5227531,2544
SPcc_SPc,8500,3350,1.5143489,12
SP,8500,3350,1.2908931,9
SW,8500,3350,48.3886414,13
FC,8500,3450,87.3420679,2546
SPcc_SPc,8500,3450,1.5580691,15
SP,8500,3450,1.2022611,9
SW,8500,3450,49.5043792,15
FC,8500,3550,87.5185166,2534
SPcc_SPc,8500,3550,1.5596151,14
SP,8500,3550,1.2280336,9
SW,8500,3550,49.1611897,12
FC,8500,3650,86.8503773,2552
SPcc_SPc,8500,3650,1.3732473,12
SP,8500,3650,1.1209948,9
SW,8500,3650,47.9222927,14
FC,8500,3750,85.366036,2536
SPcc_SPc,8500,3750,1.4920436,15
SP,8500,3750,1.1248421,9
SW,8500,3750,58.0105179,11
FC,8500,3850,85.2444076,2542
SPcc_SPc,8500,3850,1.4648117,13
SP,8500,3850,1.2098703,9
SW,8500,3850,48.3676658,13
FC,8500,3950,89.7038135,2550
SPcc_SPc,8500,3950,1.7650118,16
SP,8500,3950,1.595974,9
SW,8500,3950,50.2415111,13
FC,8500,4050,92.3094725,2542
SPcc_SPc,8500,4050,1.7785018,14
SP,8500,4050,1.3836994,9
SW,8500,4050,48.8413037,15
FC,8500,4150,89.4253549,2546
SPcc_SPc,8500,4150,1.4914693,13
SP,8500,4150,1.3183483,9
SW,8500,4150,49.8815707,13
FC,8500,4250,84.5073111,2540
SPcc_SPc,8500,4250,1.9603909,17
SP,8500,4250,1.2958852,9
SW,8500,4250,48.6447216,15
FC,8500,4350,87.1125722,2542
SPcc_SPc,8500,4350,1.7671776,19
SP,8500,4350,1.1916331,9
SW,8500,4350,49.9044721,13
FC,8500,4450,87.87359,2550
SPcc_SPc,8500,4450,1.768309,18
SP,8500,4450,1.1138836,9
SW,8500,4450,49.8304554,12
FC,8500,4550,86.0221235,2538
SPcc_SPc,8500,4550,1.9163969,13
SP,8500,4550,1.5155378,9
SW,8500,4550,51.6784231,14
FC,8500,4650,85.0269989,2554
SPcc_SPc,8500,4650,1.5503844,15
SP,8500,4650,1.1749583,9
SW,8500,4650,49.998974,17
FC,8500,4750,85.9405367,2534
SPcc_SPc,8500,4750,2.5053416,16
SP,8500,4750,2.1262752,9
SW,8500,4750,66.2879276,18
FC,8500,4850,101.8478833,2552
SPcc_SPc,8500,4850,1.8028081,15
SP,8500,4850,1.4530332,9
SW,8500,4850,57.7355642,13
FC,8500,4950,76.460788,2546
SPcc_SPc,8500,4950,1.52868,17
SP,8500,4950,1.0502427,9
SW,8500,4950,45.5705855,11
FC,9000,50,76.7092567,2280
SPcc_SPc,9000,50,1.5802629,10
SP,9000,50,1.483811,9
SW,9000,50,65.5961959,13
FC,9000,150,78.2372295,2284
SPcc_SPc,9000,150,1.7356458,11
SP,9000,150,1.5256942,9
SW,9000,150,64.3957336,11
FC,9000,250,76.4202248,2292
SPcc_SPc,9000,250,1.6168029,11
SP,9000,250,1.4534318,9
SW,9000,250,62.7116567,11
FC,9000,350,75.2112318,2284
SPcc_SPc,9000,350,1.7537143,11
SP,9000,350,1.6796966,9
SW,9000,350,63.0169694,15
FC,9000,450,75.6042461,2284
SPcc_SPc,9000,450,1.8069294,12
SP,9000,450,1.4440388,9
SW,9000,450,63.1244252,11
FC,9000,550,74.8788026,2288
SPcc_SPc,9000,550,1.7509211,12
SP,9000,550,1.4678156,9
SW,9000,550,63.4689626,13
FC,9000,650,75.8729073,2292
SPcc_SPc,9000,650,1.632815,12
SP,9000,650,1.440464,9
SW,9000,650,64.2157633,13
FC,9000,750,75.8479369,2288
SPcc_SPc,9000,750,1.664807,12
SP,9000,750,1.5259117,9
SW,9000,750,65.3478219,12
FC,9000,850,77.9621635,2300
SPcc_SPc,9000,850,1.8434194,12
SP,9000,850,1.5892953,9
SW,9000,850,64.4308449,12
FC,9000,950,77.6235667,2300
SPcc_SPc,9000,950,1.664786,13
SP,9000,950,1.4524487,9
SW,9000,950,64.1340608,11
FC,9000,1050,77.1767942,2292
SPcc_SPc,9000,1050,1.7438221,12
SP,9000,1050,1.5130778,9
SW,9000,1050,64.555907,13
FC,9000,1150,78.0529818,2300
SPcc_SPc,9000,1150,1.8764017,16
SP,9000,1150,1.5245781,9
SW,9000,1150,64.4675387,11
FC,9000,1250,77.7298193,2298
SPcc_SPc,9000,1250,1.7612067,13
SP,9000,1250,1.4759111,9
SW,9000,1250,65.7782154,18
FC,9000,1350,78.1664588,2296
SPcc_SPc,9000,1350,1.8562189,12
SP,9000,1350,1.5679207,9
SW,9000,1350,64.3080875,12
FC,9000,1450,77.4934187,2296
SPcc_SPc,9000,1450,1.5809198,12
SP,9000,1450,1.483095,9
SW,9000,1450,64.9901086,13
FC,9000,1550,77.9978102,2292
SPcc_SPc,9000,1550,1.6599863,11
SP,9000,1550,1.4938647,9
SW,9000,1550,65.2234082,12
FC,9000,1650,77.6447428,2290
SPcc_SPc,9000,1650,1.9341099,12
SP,9000,1650,1.6951518,9
SW,9000,1650,65.2740156,11
FC,9000,1750,78.2122127,2298
SPcc_SPc,9000,1750,1.6878689,12
SP,9000,1750,1.4377556,9
SW,9000,1750,65.3056141,15
FC,9000,1850,77.8803764,2298
SPcc_SPc,9000,1850,1.6262004,12
SP,9000,1850,1.5454612,9
SW,9000,1850,66.1487245,13
FC,9000,1950,79.9937186,2310
SPcc_SPc,9000,1950,1.6891312,11
SP,9000,1950,1.5441239,9
SW,9000,1950,65.1673333,12
FC,9000,2050,79.0961897,2308
SPcc_SPc,9000,2050,1.8227411,13
SP,9000,2050,1.5435212,9
SW,9000,2050,64.8302029,11
FC,9000,2150,78.621205,2308
SPcc_SPc,9000,2150,1.9822529,14
SP,9000,2150,1.5580852,9
SW,9000,2150,64.9545047,14
FC,9000,2250,78.4826769,2302
SPcc_SPc,9000,2250,1.6534021,12
SP,9000,2250,1.4509506,9
SW,9000,2250,65.0756296,13
FC,9000,2350,79.0913222,2314
SPcc_SPc,9000,2350,1.8980113,14
SP,9000,2350,1.5134585,9
SW,9000,2350,65.4735282,15
FC,9000,2450,78.9654399,2306
SPcc_SPc,9000,2450,1.7299604,15
SP,9000,2450,1.5528028,9
SW,9000,2450,65.0063198,12
FC,9000,2550,80.1046174,2314
SPcc_SPc,9000,2550,1.9127408,16
SP,9000,2550,1.4914757,9
SW,9000,2550,64.9913338,15
FC,9000,2650,78.7766627,2304
SPcc_SPc,9000,2650,1.8213805,12
SP,9000,2650,1.626724,9
SW,9000,2650,65.7170481,17
FC,9000,2750,79.2322335,2318
SPcc_SPc,9000,2750,1.7428785,12
SP,9000,2750,1.5052199,9
SW,9000,2750,66.1725672,13
FC,9000,2850,79.1148755,2310
SPcc_SPc,9000,2850,1.7475631,14
SP,9000,2850,1.4985609,9
SW,9000,2850,66.0260341,18
FC,9000,2950,79.8002467,2312
SPcc_SPc,9000,2950,1.8632689,16
SP,9000,2950,1.4002102,9
SW,9000,2950,64.6977682,14
FC,9000,3050,79.7996373,2314
SPcc_SPc,9000,3050,1.7243431,12
SP,9000,3050,1.6212155,9
SW,9000,3050,65.3973659,13
FC,9000,3150,80.3977622,2320
SPcc_SPc,9000,3150,1.8647072,15
SP,9000,3150,1.524002,9
SW,9000,3150,65.1054005,13
FC,9000,3250,79.1927507,2314
SPcc_SPc,9000,3250,1.7779722,14
SP,9000,3250,1.471016,9
SW,9000,3250,65.3834722,15
FC,9000,3350,80.606999,2328
SPcc_SPc,9000,3350,1.7669593,12
SP,9000,3350,1.5757841,9
SW,9000,3350,64.9086647,15
FC,9000,3450,79.0813029,2308
SPcc_SPc,9000,3450,1.9655299,15
SP,9000,3450,1.5882886,9
SW,9000,3450,65.7165646,12
FC,9000,3550,79.502872,2310
SPcc_SPc,9000,3550,1.9575816,14
SP,9000,3550,1.4785123,9
SW,9000,3550,65.5508898,15
FC,9000,3650,78.7909757,2308
SPcc_SPc,9000,3650,1.8874469,14
SP,9000,3650,1.4360082,9
SW,9000,3650,65.8954769,13
FC,9000,3750,79.7627988,2298
SPcc_SPc,9000,3750,1.7867823,13
SP,9000,3750,1.4290879,9
SW,9000,3750,65.4714021,18
FC,9000,3850,80.1048441,2318
SPcc_SPc,9000,3850,1.6207071,12
SP,9000,3850,1.4209899,9
SW,9000,3850,65.2440687,13
FC,9000,3950,80.2632561,2322
SPcc_SPc,9000,3950,1.9973333,15
SP,9000,3950,1.4560956,9
SW,9000,3950,65.3222886,12
FC,9000,4050,77.5872025,2306
SPcc_SPc,9000,4050,1.7682408,13
SP,9000,4050,1.4601983,9
SW,9000,4050,63.8504613,14
FC,9000,4150,78.460486,2312
SPcc_SPc,9000,4150,1.774382,12
SP,9000,4150,1.611076,9
SW,9000,4150,63.6756558,15
FC,9000,4250,78.1029699,2306
SPcc_SPc,9000,4250,1.7776424,14
SP,9000,4250,1.4220522,9
SW,9000,4250,64.6806264,15
FC,9000,4350,79.3641192,2312
SPcc_SPc,9000,4350,1.981045,15
SP,9000,4350,1.4952787,9
SW,9000,4350,64.4339301,12
FC,9000,4450,78.355918,2304
SPcc_SPc,9000,4450,1.9009629,15
SP,9000,4450,1.4017998,9
SW,9000,4450,64.5362078,13
FC,9000,4550,79.2797438,2318
SPcc_SPc,9000,4550,1.8522416,14
SP,9000,4550,1.4477251,9
SW,9000,4550,65.2936294,15
FC,9000,4650,79.168262,2314
SPcc_SPc,9000,4650,1.6077425,12
SP,9000,4650,1.4729755,9
SW,9000,4650,65.3181808,16
FC,9000,4750,79.9693013,2314
SPcc_SPc,9000,4750,1.7701256,12
SP,9000,4750,1.5954545,9
SW,9000,4750,65.2780246,14
FC,9000,4850,78.902692,2310
SPcc_SPc,9000,4850,1.8779997,14
SP,9000,4850,1.3983127,9
SW,9000,4850,65.9668818,12
FC,9000,4950,79.3815003,2308
SPcc_SPc,9000,4950,1.7711599,12
SP,9000,4950,1.4684051,9
SW,9000,4950,66.0093076,13
FC,9500,50,49.9253306,1390
SPcc_SPc,9500,50,2.2922461,11
SP,9500,50,2.2503386,9
SW,9500,50,91.7795048,11
FC,9500,150,49.95237,1390
SPcc_SPc,9500,150,2.3488796,11
SP,9500,150,2.1349791,9
SW,9500,150,91.2510588,12
FC,9500,250,49.8257062,1394
SPcc_SPc,9500,250,2.4415549,14
SP,9500,250,2.2129092,11
SW,9500,250,90.919172,11
FC,9500,350,50.6037945,1390
SPcc_SPc,9500,350,2.5673844,11
SP,9500,350,2.3446301,9
SW,9500,350,92.2258526,15
FC,9500,450,50.3831309,1390
SPcc_SPc,9500,450,2.3632358,12
SP,9500,450,2.1813743,9
SW,9500,450,91.808516,14
FC,9500,550,50.5197266,1392
SPcc_SPc,9500,550,2.5117963,11
SP,9500,550,2.3913564,11
SW,9500,550,92.2759015,13
FC,9500,650,50.942915,1406
SPcc_SPc,9500,650,2.2625929,12
SP,9500,650,2.2884116,9
SW,9500,650,92.39282,13
FC,9500,750,51.3615273,1396
SPcc_SPc,9500,750,2.4412721,13
SP,9500,750,2.2672363,9
SW,9500,750,92.2604852,15
FC,9500,850,50.3282355,1398
SPcc_SPc,9500,850,2.4044424,13
SP,9500,850,2.0473352,9
SW,9500,850,92.4239974,15
FC,9500,950,50.5793452,1392
SPcc_SPc,9500,950,2.3879343,12
SP,9500,950,2.191834,9
SW,9500,950,93.2258763,15
FC,9500,1050,51.6154832,1408
SPcc_SPc,9500,1050,2.5734108,15
SP,9500,1050,2.6160915,11
SW,9500,1050,91.9759458,18
FC,9500,1150,51.3326451,1406
SPcc_SPc,9500,1150,2.7980829,15
SP,9500,1150,2.3032365,9
SW,9500,1150,96.1356296,15
FC,9500,1250,55.7714303,1410
SPcc_SPc,9500,1250,3.0665669,15
SP,9500,1250,2.2246235,9
SW,9500,1250,92.9863206,19
FC,9500,1350,50.6522622,1404
SPcc_SPc,9500,1350,2.3240079,12
SP,9500,1350,2.2325528,9
SW,9500,1350,91.8865709,14
FC,9500,1450,51.3053664,1402
SPcc_SPc,9500,1450,2.6520144,14
SP,9500,1450,1.8912115,9
SW,9500,1450,92.7181326,16
FC,9500,1550,50.4800623,1398
SPcc_SPc,9500,1550,2.2943915,12
SP,9500,1550,2.2668821,11
SW,9500,1550,93.9002186,13
FC,9500,1650,51.9401377,1414
SPcc_SPc,9500,1650,2.432826,12
SP,9500,1650,2.0011821,9
SW,9500,1650,94.4127876,11
FC,9500,1750,51.642887,1402
SPcc_SPc,9500,1750,2.8925665,16
SP,9500,1750,2.5164197,11
SW,9500,1750,93.8833886,14
FC,9500,1850,51.1227177,1400
SPcc_SPc,9500,1850,2.3592177,12
SP,9500,1850,2.3478976,11
SW,9500,1850,95.763564,14
FC,9500,1950,50.6966289,1402
SPcc_SPc,9500,1950,2.395612,13
SP,9500,1950,2.1629767,9
SW,9500,1950,95.3138197,13
FC,9500,2050,53.4877736,1412
SPcc_SPc,9500,2050,2.4084812,12
SP,9500,2050,2.4019287,11
SW,9500,2050,92.2145537,12
FC,9500,2150,51.5446278,1404
SPcc_SPc,9500,2150,2.69097,17
SP,9500,2150,2.19599,11
SW,9500,2150,95.0164029,12
FC,9500,2250,55.4888517,1414
SPcc_SPc,9500,2250,2.898059,15
SP,9500,2250,2.285806,9
SW,9500,2250,92.3294777,17
FC,9500,2350,52.5249564,1414
SPcc_SPc,9500,2350,2.3055989,12
SP,9500,2350,2.0551127,11
SW,9500,2350,94.856545,15
FC,9500,2450,51.1447674,1402
SPcc_SPc,9500,2450,2.7967391,15
SP,9500,2450,1.999863,9
SW,9500,2450,94.8231729,15
FC,9500,2550,53.7528752,1414
SPcc_SPc,9500,2550,2.9614607,15
SP,9500,2550,2.5140221,11
SW,9500,2550,99.0558319,12
FC,9500,2650,51.9285944,1408
SPcc_SPc,9500,2650,2.3864325,14
SP,9500,2650,2.3135717,11
SW,9500,2650,92.4039602,13
FC,9500,2750,52.5117156,1414
SPcc_SPc,9500,2750,2.9014869,17
SP,9500,2750,2.1645301,9
SW,9500,2750,98.6153912,17
FC,9500,2850,54.1250946,1414
SPcc_SPc,9500,2850,2.6943199,14
SP,9500,2850,2.3475012,11
SW,9500,2850,94.621154,15
FC,9500,2950,52.6096778,1422
SPcc_SPc,9500,2950,2.7089144,16
SP,9500,2950,2.0041795,9
SW,9500,2950,95.1849315,12
FC,9500,3050,54.4932182,1419
SPcc_SPc,9500,3050,3.054947,15
SP,9500,3050,2.2209594,9
SW,9500,3050,92.0160153,14
FC,9500,3150,51.8617494,1408
SPcc_SPc,9500,3150,2.7838455,18
SP,9500,3150,1.9781784,9
SW,9500,3150,94.0057494,14
FC,9500,3250,53.8876903,1426
SPcc_SPc,9500,3250,2.9623193,19
SP,9500,3250,2.2423884,11
SW,9500,3250,97.3231303,14
FC,9500,3350,53.8303947,1420
SPcc_SPc,9500,3350,2.313326,12
SP,9500,3350,1.9796609,9
SW,9500,3350,94.7865118,12
FC,9500,3450,56.0592352,1412
SPcc_SPc,9500,3450,2.595117,14
SP,9500,3450,2.1186112,9
SW,9500,3450,93.4957649,15
FC,9500,3550,53.4727681,1428
SPcc_SPc,9500,3550,2.6273138,15
SP,9500,3550,1.9642405,9
SW,9500,3550,95.0262643,12
FC,9500,3650,52.6409323,1416
SPcc_SPc,9500,3650,2.7597112,15
SP,9500,3650,2.0743066,9
SW,9500,3650,94.194446,11
FC,9500,3750,54.9080893,1408
SPcc_SPc,9500,3750,2.935113,14
SP,9500,3750,2.1809084,9
SW,9500,3750,93.7199201,12
FC,9500,3850,51.6638095,1410
SPcc_SPc,9500,3850,2.4802273,14
SP,9500,3850,2.052986,11
SW,9500,3850,98.9385698,15
FC,9500,3950,55.2644759,1422
SPcc_SPc,9500,3950,2.6078302,14
SP,9500,3950,2.0299114,9
SW,9500,3950,93.0992972,14
FC,9500,4050,50.3061375,1400
SPcc_SPc,9500,4050,2.5289865,14
SP,9500,4050,2.1431828,11
SW,9500,4050,94.8156362,13
FC,9500,4150,57.082855,1436
SPcc_SPc,9500,4150,3.0533539,17
SP,9500,4150,2.2232456,9
SW,9500,4150,93.0659183,15
FC,9500,4250,51.9905068,1412
SPcc_SPc,9500,4250,2.7234861,17
SP,9500,4250,2.0426731,11
SW,9500,4250,96.4479831,15
FC,9500,4350,54.6627207,1406
SPcc_SPc,9500,4350,3.1521753,17
SP,9500,4350,2.1086501,9
SW,9500,4350,96.7583524,15
FC,9500,4450,51.9860382,1420
SPcc_SPc,9500,4450,2.6667659,16
SP,9500,4450,2.2301528,11
SW,9500,4450,96.3404612,15
FC,9500,4550,55.896692,1422
SPcc_SPc,9500,4550,2.6085177,14
SP,9500,4550,2.0155548,9
SW,9500,4550,98.1048271,14
FC,9500,4650,51.9044002,1418
SPcc_SPc,9500,4650,2.4651569,15
SP,9500,4650,1.7795666,9
SW,9500,4650,96.7629648,14
FC,9500,4750,53.8764804,1414
SPcc_SPc,9500,4750,2.469418,14
SP,9500,4750,2.3536335,11
SW,9500,4750,98.1671877,16
FC,9500,4850,52.090324,1418
SPcc_SPc,9500,4850,2.4237558,14
SP,9500,4850,1.819141,9
SW,9500,4850,95.828172,14
FC,9500,4950,54.7845327,1422
SPcc_SPc,9500,4950,2.9971287,16
SP,9500,4950,2.1403386,9
SW,9500,4950,92.5206182,19
FC,10000,50,47.1855658,987
SPcc_SPc,10000,50,2.8316197,13
SP,10000,50,2.7073133,11
SW,10000,50,123.7404384,12
FC,10000,150,49.6275916,990
SPcc_SPc,10000,150,3.1293515,11
SP,10000,150,2.9250874,9
SW,10000,150,115.7299587,11
FC,10000,250,47.0275621,990
SPcc_SPc,10000,250,2.6693958,11
SP,10000,250,2.4615205,9
SW,10000,250,116.8641428,15
FC,10000,350,50.7487021,987
SPcc_SPc,10000,350,3.1151951,13
SP,10000,350,2.7051226,9
SW,10000,350,112.4492908,16
FC,10000,450,48.1842382,996
SPcc_SPc,10000,450,2.8257477,12
SP,10000,450,2.566149,11
SW,10000,450,119.497664,12
FC,10000,550,48.0686544,1004
SPcc_SPc,10000,550,3.1424488,16
SP,10000,550,2.2513764,9
SW,10000,550,115.4363313,13
FC,10000,650,47.9576813,998
SPcc_SPc,10000,650,2.7688274,12
SP,10000,650,2.2800005,9
SW,10000,650,115.4758893,13
FC,10000,750,48.2903555,990
SPcc_SPc,10000,750,2.585427,11
SP,10000,750,2.4142899,9
SW,10000,750,113.2247119,11
FC,10000,850,47.6830751,997
SPcc_SPc,10000,850,2.8321965,11
SP,10000,850,2.4688027,11
SW,10000,850,114.8621422,17
FC,10000,950,48.5718295,991
SPcc_SPc,10000,950,2.8134102,11
SP,10000,950,2.5625268,9
SW,10000,950,113.583025,11
FC,10000,1050,49.1037584,1008
SPcc_SPc,10000,1050,2.9155444,12
SP,10000,1050,2.5883907,9
SW,10000,1050,118.0346995,15
FC,10000,1150,49.3544625,997
SPcc_SPc,10000,1150,2.7662809,12
SP,10000,1150,2.7394887,11
SW,10000,1150,117.9606881,12
FC,10000,1250,48.1596954,1000
SPcc_SPc,10000,1250,2.611463,12
SP,10000,1250,2.3446107,9
SW,10000,1250,115.0628546,13
FC,10000,1350,51.3183427,1000
SPcc_SPc,10000,1350,3.1259545,13
SP,10000,1350,2.7630543,11
SW,10000,1350,112.0587963,12
FC,10000,1450,47.3772973,997
SPcc_SPc,10000,1450,2.6715627,12
SP,10000,1450,2.4030324,9
SW,10000,1450,115.1941957,14
FC,10000,1550,49.8448077,1004
SPcc_SPc,10000,1550,3.3938045,17
SP,10000,1550,2.6565632,11
SW,10000,1550,111.8029559,17
FC,10000,1650,48.3058869,1008
SPcc_SPc,10000,1650,2.7661661,13
SP,10000,1650,2.3131215,9
SW,10000,1650,117.6587652,14
FC,10000,1750,48.9771448,1001
SPcc_SPc,10000,1750,3.1032532,12
SP,10000,1750,2.8162507,9
SW,10000,1750,111.3032083,15
FC,10000,1850,47.7689312,997
SPcc_SPc,10000,1850,2.4894912,11
SP,10000,1850,2.5995323,9
SW,10000,1850,121.4378471,17
FC,10000,1950,49.3405387,1016
SPcc_SPc,10000,1950,3.8217576,23
SP,10000,1950,2.2655813,9
SW,10000,1950,117.5052137,13
FC,10000,2050,49.8753021,1002
SPcc_SPc,10000,2050,2.9449148,12
SP,10000,2050,2.5144627,9
SW,10000,2050,112.0307367,14
FC,10000,2150,49.6736662,1017
FC,10000,50,45.5500199,1128
SPcc_SPc,10000,50,2.4643462,11
SP,10000,50,2.0737683,9
SW,10000,50,107.47584,11
FC,10000,50,31.6732422,880
SPcc_SPc,10000,50,2.2106755,11
SP,10000,50,2.1764956,9
SW,10000,50,106.3294637,16
FC,10000,150,33.3146237,880
SPcc_SPc,10000,150,2.1973341,11
SP,10000,150,2.0361994,9
SW,10000,150,105.7860821,14
FC,10000,250,33.9870216,880
SPcc_SPc,10000,250,2.5467686,12
SP,10000,250,2.1636509,9
SW,10000,250,107.7981506,11
FC,10000,350,34.5550066,884
SPcc_SPc,10000,350,2.4621719,11
SP,10000,350,2.129647,9
SW,10000,350,112.4137128,12
FC,10000,450,34.3408003,880
SPcc_SPc,10000,450,2.74262,11
SP,10000,450,2.5517177,9
SW,10000,450,106.9689446,10
FC,10000,550,34.8301118,886
SPcc_SPc,10000,550,2.3898827,11
SP,10000,550,2.4200911,9
SW,10000,550,112.8198993,14
FC,10000,650,35.0661807,892
SPcc_SPc,10000,650,2.3073242,11
SP,10000,650,2.3057008,9
SW,10000,650,107.4457568,22
FC,10000,750,34.3164429,880
SPcc_SPc,10000,750,2.2428467,11
SP,10000,750,2.099695,9
SW,10000,750,112.6240066,16
FC,10000,850,34.8821724,886
SPcc_SPc,10000,850,2.5116687,11
SP,10000,850,2.1780486,9
SW,10000,850,107.9988238,12
FC,10000,950,35.3536805,892
SPcc_SPc,10000,950,2.4539016,12
SP,10000,950,2.10958,9
SW,10000,950,106.5610257,13
FC,10000,1050,35.990915,896
SPcc_SPc,10000,1050,2.6538412,14
SP,10000,1050,2.1101105,9
SW,10000,1050,108.5303365,18
FC,10000,1150,35.1871012,892
SPcc_SPc,10000,1150,2.2808584,11
SP,10000,1150,2.2446705,9
SW,10000,1150,107.5787037,16
FC,10000,1250,34.9008196,888
SPcc_SPc,10000,1250,2.6778549,15
SP,10000,1250,2.0288647,9
SW,10000,1250,107.3251661,14
FC,10000,1350,35.9273979,898
SPcc_SPc,10000,1350,2.6871377,15
SP,10000,1350,2.2158997,9
SW,10000,1350,106.9556712,13
FC,10000,1450,35.818882,892
SPcc_SPc,10000,1450,2.7036972,13
SP,10000,1450,2.0086421,9
SW,10000,1450,107.926718,14
FC,10000,1550,36.3421689,902
SPcc_SPc,10000,1550,2.5019767,12
SP,10000,1550,1.9380121,9
SW,10000,1550,113.2693452,13
FC,10000,1650,36.1026691,896
SPcc_SPc,10000,1650,2.512679,14
SP,10000,1650,2.0668936,9
SW,10000,1650,106.7002366,14
FC,10000,1750,35.2779902,890
SPcc_SPc,10000,1750,2.3843204,12
SP,10000,1750,2.2441229,9
SW,10000,1750,109.9318549,19
FC,10000,1850,35.9391277,898
SPcc_SPc,10000,1850,2.5567737,14
SP,10000,1850,2.240956,9
SW,10000,1850,107.389073,15
FC,10000,1950,35.2666756,888
SPcc_SPc,10000,1950,2.5075464,12
SP,10000,1950,2.1862561,9
SW,10000,1950,107.2345557,13
FC,10000,2050,35.8915259,898
SPcc_SPc,10000,2050,2.6394534,15
SP,10000,2050,1.9204812,9
SW,10000,2050,107.5176198,14
FC,10000,2150,36.9581822,904
SPcc_SPc,10000,2150,2.7335746,14
SP,10000,2150,2.2782218,9
SW,10000,2150,107.0254342,13
FC,10000,2250,36.8505686,910
SPcc_SPc,10000,2250,2.4422893,12
SP,10000,2250,2.0704519,9
SW,10000,2250,107.1772116,17
FC,10000,2350,36.7031579,906
SPcc_SPc,10000,2350,2.4897407,13
SP,10000,2350,2.0324622,9
SW,10000,2350,107.461913,25
FC,10000,2450,36.5486413,904
SPcc_SPc,10000,2450,3.1481695,20
SP,10000,2450,2.2507273,9
SW,10000,2450,107.1855968,22
FC,10000,2550,36.0756349,902
SPcc_SPc,10000,2550,2.7979281,17
SP,10000,2550,2.0348364,9
SW,10000,2550,106.8279913,21
FC,10000,2650,36.2947434,906
SPcc_SPc,10000,2650,2.6101613,15
SP,10000,2650,1.768522,9
SW,10000,2650,107.0992565,13
FC,10000,2750,36.0644215,896
SPcc_SPc,10000,2750,2.532423,13
SP,10000,2750,2.123307,9
SW,10000,2750,106.4290479,12
FC,10000,2850,37.7897546,918
SPcc_SPc,10000,2850,2.8525473,16
SP,10000,2850,1.9547534,9
SW,10000,2850,106.9426052,16
FC,10000,2950,36.9251459,906
SPcc_SPc,10000,2950,2.5792905,14
SP,10000,2950,2.1511685,9
SW,10000,2950,106.6069902,13
FC,10000,3050,35.9899986,898
SPcc_SPc,10000,3050,2.7306635,14
SP,10000,3050,2.0193452,9
SW,10000,3050,107.3082373,13
FC,10000,3150,37.0094364,912
SPcc_SPc,10000,3150,2.4853534,14
SP,10000,3150,2.0343601,9
SW,10000,3150,107.2558564,14
FC,10000,3250,36.0136553,902
SPcc_SPc,10000,3250,3.0517538,17
SP,10000,3250,1.9734451,9
SW,10000,3250,105.1927118,15
FC,10000,3350,37.420885,914
SPcc_SPc,10000,3350,2.5231277,13
SP,10000,3350,1.9202026,9
SW,10000,3350,107.7118866,12
FC,10000,3450,37.5337429,916
SPcc_SPc,10000,3450,2.6528498,14
SP,10000,3450,1.9604787,9
SW,10000,3450,108.3117215,18
FC,10000,3550,36.7971594,902
SPcc_SPc,10000,3550,2.5454653,13
SP,10000,3550,2.0662425,9
SW,10000,3550,108.5057826,14
FC,10000,3650,36.4302412,910
SPcc_SPc,10000,3650,2.6850619,14
SP,10000,3650,2.0189091,9
SW,10000,3650,107.359108,18
FC,10000,3750,36.4473045,906
SPcc_SPc,10000,3750,2.5653597,14
SP,10000,3750,1.8704792,9
SW,10000,3750,106.8021543,12
FC,10000,3850,37.7104614,930
SPcc_SPc,10000,3850,2.4573975,13
SP,10000,3850,1.9674801,9
SW,10000,3850,105.799609,17
FC,10000,3950,40.0740748,942
SPcc_SPc,10000,3950,2.736397,15
SP,10000,3950,1.9569167,9
SW,10000,3950,107.1471782,11
FC,10000,4050,36.0952561,902
SPcc_SPc,10000,4050,2.3898389,13
SP,10000,4050,1.9596026,9
SW,10000,4050,107.3886744,13
FC,10000,4150,37.4915057,920
SPcc_SPc,10000,4150,2.5291051,15
SP,10000,4150,1.9247368,9
SW,10000,4150,106.7732116,13
FC,10000,4250,37.1238601,914
SPcc_SPc,10000,4250,2.5856976,14
SP,10000,4250,2.0559655,9
SW,10000,4250,107.5834976,12
FC,10000,4350,37.3391863,918
SPcc_SPc,10000,4350,2.6677049,14
SP,10000,4350,1.8936238,9
SW,10000,4350,107.6443307,18
FC,10000,4450,36.0747279,904
SPcc_SPc,10000,4450,2.5425055,13
SP,10000,4450,1.993244,9
